branch_id,raw_branch_name,raw_country,raw_local_currency,report_date,total_transactions,total_debit_local,total_credit_local,new_accounts_opened,loan_applications,atm_downtime_minutes,raw_staff_count,net_inflow_outflow
103,Abuja Central,Nigeria,ngn,5/5/2025,883,3384264.87,4013036.25,2,10,5,8,19230.02
103,abuja central,Nigeria,Ngn,5/4/2025,760,749724.79,1972893.18,4,9,5,16,96127.15
103,abuja central,Nigeria,ngn,3/5/2025,551,1479732.13,976137.97,14,9,15,5,405865.56
103,abuja central,Nigeria, Ngn ,5/2/2025,625,2551918.2,2500100.75,15,6,5,18,142089.66
103,abuja central,Nigeria,Ngn,5/1/2025,83,1410521.95,2711162.66,5,7,15,22,319762.78
103,ABUJA CENTRAL,Nigeria,NGN,30/04/2025,324,3886809.49,4125249.9,11,8,15,5,332002.89
103,Abuja Central,Nigeria,NGN,29/04/2025,803,4158850.05,3769160.2,9,0,15,18,-16029.34
103,ABUJA CENTRAL,Nigeria,ngn,4/28/2025,264,4062978.45,2960223.29,11,9,5,24,99716.94
103,abuja central,Nigeria,NGN,4/27/2025,633,1786536.62,1441370.84,5,5,45,13,2533.27
103,ABUJA CENTRAL,Nigeria,ngn,26-Apr-25,818,3939170.69,4597905.12,8,10,90,8,290998.57
103,  Abuja Central  ,Nigeria,ngn,4/25/2025,829,4225600.5,1993868.71,4,9,0,24,-11897.99
103,ABUJA CENTRAL,Nigeria,NGN,24/04/2025,462,2602286.69,1427217.15,11,7,5,19,29102.5
103,ABUJA CENTRAL,Nigeria, Ngn ,4/23/2025,700,3337511.91,1823202.51,2,8,65,16,-47519.05
103,Abuja Central,Nigeria,Ngn,22/04/2025,380,4150300.9,1721888.02,4,9,45,19,351812.56
103,Abuja Central,Nigeria,NGN,4/21/2025,177,4650692.73,832018.4,14,0,0,17,-58377.26
103,  Abuja Central  ,Nigeria,ngn,4/20/2025,330,512032.92,1834155.15,2,5,65,25,432660.19
103,  Abuja Central  ,Nigeria,ngn,4/19/2025,489,3294651.88,3533305.3,0,3,0,19,-145442.89
103,Abuja Central,Nigeria,NGN,4/18/2025,58,3493205.68,4094689.68,13,2,15,19,-150420.19
103,ABUJA CENTRAL,Nigeria,NGN,17/04/2025,370,1869430.36,1531313.87,12,2,0,24,495058.11
103,ABUJA CENTRAL,Nigeria,ngn,4/16/2025,500,1788379.21,1104624.48,4,6,0,23,280596.32
103,ABUJA CENTRAL,Nigeria,ngn,4/15/2025,820,659628.25,3663545.29,11,6,0,14,353753.66
103,ABUJA CENTRAL,Nigeria,ngn,4/14/2025,616,3024945.36,3619839.21,9,0,0,25,413079.03
103,abuja central,Nigeria, Ngn ,4/13/2025,352,3248540.38,3929817.92,7,7,15,16,-121079.44
103,ABUJA CENTRAL,Nigeria,NGN,12/4/2025,419,4672925.79,703315.26,13,5,15,21,278059.43
103,ABUJA CENTRAL,Nigeria,NGN,11/4/2025,651,384286.22,1347817.12,1,0,90,16,154627.42
103,Abuja Central,Nigeria,NGN,10/4/2025,705,2705995.84,3099432.93,8,1,5,13,-144684.91
103,abuja central,Nigeria,Ngn,4/9/2025,450,2952863.96,3827959.45,2,4,120,17,310970.86
103,ABUJA CENTRAL,Nigeria, Ngn ,4/8/2025,168,2294190.62,3063720.4,9,10,0,25,318460.73
103,abuja central,Nigeria,NGN,4/7/2025,217,2507244.02,1766190.38,8,2,0,15,-111148.57
103,ABUJA CENTRAL,Nigeria,NGN,6-Apr-25,393,4045183.84,1396303.95,2,4,30,22,239272.98
103,  Abuja Central  ,Nigeria,NGN,5/4/2025,561,4303830.92,876062.89,5,4,5,7,425987.89
103,ABUJA CENTRAL,Nigeria,NGN,4/4/2025,62,1260529.68,2385234.72,12,2,0,9,451812.05
103,Abuja Central,Nigeria,ngn,4/3/2025,379,1278902.76,4583481.09,10,4,15,6,200075.17
103,ABUJA CENTRAL,Nigeria,ngn,4/2/2025,278,4031473.2,4907998.63,12,1,15,18,406222.56
104,Port Harcourt City,Nigeria,NGN,30-Jun-25,427,1043322.21,2840843.37,9,9,5,11,124748.68
104,port harcourt city,Nigeria,ngn,29/06/2025,204,81570.52,2079678.74,7,8,120,15,245159.29
104,PORT HARCOURT CITY,Nigeria, Ngn ,6/28/2025,805,3649714.44,564547.65,7,6,90,19,472829.54
104,PORT HARCOURT CITY,Nigeria,NGN,6/27/2025,287,4491572.99,2622808.13,11,7,30,6,206539.44
104,Port Harcourt City,Nigeria,NGN,6/26/2025,656,2860712.61,2203165.25,4,3,15,13,-17306.34
104,Port Harcourt City,Nigeria,Ngn,25-Jun-25,375,2291151.37,1206375.57,6,2,90,22,-123719.02
104,Port Harcourt City,Nigeria,Ngn,6/24/2025,466,647646.85,1823522.86,6,7,0,13,124342.62
104,  Port Harcourt City  ,Nigeria,NGN,6/23/2025,270,4187827.52,1672578.61,2,3,0,15,77371.12
104,  Port Harcourt City  ,Nigeria,ngn,6/22/2025,81,4762878.2,4280276.46,7,1,30,18,-128664.86
104,PORT HARCOURT CITY,Nigeria,ngn,6/21/2025,183,1030758.52,2032879.96,2,9,0,22,-18825.54
104,PORT HARCOURT CITY,Nigeria,ngn,6/20/2025,711,2244985.05,687518.17,10,1,0,5,459596.46
104,Port Harcourt City,Nigeria, Ngn ,6/19/2025,558,195937.35,3431903.94,5,5,0,10,435812.95
104,port harcourt city,Nigeria,NGN,18-Jun-25,678,3114923.92,1266634.66,9,7,0,17,417945
104,  Port Harcourt City  ,Nigeria, Ngn ,17/06/2025,190,2125212.36,3231130,7,10,0,21,356392.37
104,  Port Harcourt City  ,Nigeria, Ngn ,16/06/2025,607,3918103.77,1752968.89,10,6,45,12,-74128.89
104,PORT HARCOURT CITY,Nigeria,Ngn,15-Jun-25,109,4052836.72,2384837.71,11,9,15,11,481785.9
104,port harcourt city,Nigeria,Ngn,6/14/2025,596,4090611.55,4590434.44,1,3,0,22,392553.56
104,port harcourt city,Nigeria,ngn,13/06/2025,292,2982971.57,4040740.62,11,9,5,4,292417.02
104,port harcourt city,Nigeria,ngn,12-Jun-25,879,4414050.48,2486522.28,9,2,90,19,-173425.38
104,port harcourt city,Nigeria,NGN,6/11/2025,589,2416045.49,1692083.27,6,2,0,14,301856.34
104,port harcourt city,Nigeria,ngn,10-Jun-25,842,599056.93,2655159.65,11,1,0,15,293176.61
104,  Port Harcourt City  ,Nigeria,Ngn,9/6/2025,380,725435.76,829644.24,13,10,15,19,254426.19
104,  Port Harcourt City  ,Nigeria,ngn,6/8/2025,731,2965303.27,917990.57,9,4,30,8,-75604.2
104,Port Harcourt City,Nigeria,NGN,6/7/2025,236,3031823.9,4609139.17,7,10,90,22,-127122.84
104,PORT HARCOURT CITY,Nigeria,ngn,6/6/2025,405,4912779.29,881042.71,2,10,0,24,310500.16
104,  Port Harcourt City  ,Nigeria,ngn,5-Jun-25,305,3481221.58,1784881.75,3,0,5,5,70155.97
104,Port Harcourt City,Nigeria, Ngn ,4/6/2025,437,1788594.29,1907970.47,15,9,90,24,330770.48
104,PORT HARCOURT CITY,Nigeria,NGN,6/3/2025,351,149386.09,1342582.16,3,1,0,14,-80926.36
104,PORT HARCOURT CITY,Nigeria,NGN,2/6/2025,396,2990451.19,3087541.39,15,0,0,17,459709.58
104,Port Harcourt City,Nigeria,ngn,6/1/2025,104,551226.16,1067474.86,6,6,15,21,305426.67
104,  Port Harcourt City  ,Nigeria,ngn,31-May-25,148,295695.44,2880260.55,15,2,30,5,52580.24
104,Port Harcourt City,Nigeria,ngn,30/05/2025,149,177391.68,895619.35,9,1,0,19,390638.35
104,Port Harcourt City,Nigeria, Ngn ,29-May-25,726,1361771.77,3227238.59,12,2,45,15,419844.88
104,PORT HARCOURT CITY,Nigeria,Ngn,28-May-25,500,2352036.88,1169899.29,8,9,0,5,-94208.53
104,  Port Harcourt City  ,Nigeria, Ngn ,5/27/2025,824,2969145.89,2790329.44,12,8,0,17,475939.39
104,port harcourt city,Nigeria, Ngn ,26/05/2025,356,440827.5,4518747.15,1,8,15,22,430318.54
104,Port Harcourt City,Nigeria,ngn,5/25/2025,221,4862216.15,4051880.57,4,0,0,17,-145142.03
104,port harcourt city,Nigeria,Ngn,24/05/2025,377,4558482.2,4575160.99,2,1,0,16,189454.94
104,Port Harcourt City,Nigeria,NGN,23-May-25,855,3517040,2958501.63,13,1,65,17,-95250.38
104,PORT HARCOURT CITY,Nigeria,Ngn,5/22/2025,598,4406672.13,4395573.14,8,6,90,24,139909.35
104,  Port Harcourt City  ,Nigeria, Ngn ,21/05/2025,197,3110310.22,3420023.67,12,0,0,16,422701.95
104,PORT HARCOURT CITY,Nigeria, Ngn ,20-May-25,325,4490305.24,150152.8,9,4,30,12,389992.6
104,port harcourt city,Nigeria,ngn,5/19/2025,357,4872386.15,2243397.54,10,4,120,17,223485.39
104,port harcourt city,Nigeria, Ngn ,5/18/2025,808,2448078.63,2606682.02,11,0,0,20,354043.27
104,Port Harcourt City,Nigeria,ngn,5/17/2025,849,4263911.94,4402696.33,0,2,5,10,412626.39
104,port harcourt city,Nigeria,NGN,5/16/2025,517,300268.44,1833856.65,6,4,45,15,376454.4
104,PORT HARCOURT CITY,Nigeria,NGN,15/05/2025,297,1893710.47,2990515.79,5,7,15,22,185933.6
104,  Port Harcourt City  ,Nigeria,NGN,14-May-25,341,185879.92,295772.66,6,3,0,24,-42421.57
104,Port Harcourt City,Nigeria,NGN,5/13/2025,849,4837334.86,3426888.67,15,2,0,24,-78759.54
104,  Port Harcourt City  ,Nigeria,Ngn,5/12/2025,483,4482640.73,4265351.56,14,4,0,10,126688.61
104,PORT HARCOURT CITY,Nigeria,Ngn,11/5/2025,624,3254343.49,3064798.02,9,10,15,7,137216.89
104,  Port Harcourt City  ,Nigeria,Ngn,10-May-25,317,3297792.05,4763329.6,9,3,120,8,162105.51
104,Port Harcourt City,Nigeria,Ngn,5/9/2025,747,742651.07,176003.59,15,4,65,12,434838.09
104,PORT HARCOURT CITY,Nigeria,ngn,8/5/2025,401,3646421.89,1150697.81,15,10,5,15,155120.4
104,port harcourt city,Nigeria,Ngn,5/7/2025,149,2380365.32,3717548.51,5,10,45,14,258104.25
104,  Port Harcourt City  ,Nigeria, Ngn ,5/6/2025,857,4439875.57,1889828.03,9,7,5,7,129375.6
104,port harcourt city,Nigeria,NGN,5/5/2025,747,1939262.64,1526860.98,1,2,5,8,494643.5
104,Port Harcourt City,Nigeria,ngn,4-May-25,373,4318850.02,942766.01,2,7,5,14,241722.94
104,PORT HARCOURT CITY,Nigeria,NGN,5/3/2025,512,1403962.92,3817906.74,5,9,5,9,142703.96
104,Port Harcourt City,Nigeria, Ngn ,5/2/2025,463,2173675.97,2413131.37,0,0,0,21,-60410.02
104,  Port Harcourt City  ,Nigeria,ngn,1-May-25,68,3399903.3,3152100.3,7,3,90,15,18464.58
104,  Port Harcourt City  ,Nigeria,ngn,4/30/2025,116,4128026.96,1526101.15,9,7,5,20,217458.94
104,port harcourt city,Nigeria,Ngn,29-Apr-25,551,1828291.89,982708.87,12,0,5,11,-42975.05
104,PORT HARCOURT CITY,Nigeria,ngn,4/28/2025,176,1864627.68,3270174.88,1,6,0,24,-20947.58
104,PORT HARCOURT CITY,Nigeria,NGN,4/27/2025,719,4188794.05,288763.53,3,6,15,18,66177.63
104,port harcourt city,Nigeria,ngn,26-Apr-25,761,3444413.14,96057.51,13,10,5,7,263738.08
104,port harcourt city,Nigeria, Ngn ,25-Apr-25,900,4498178.53,2582344.69,3,4,15,7,349332.05
104,port harcourt city,Nigeria,Ngn,24/04/2025,585,4866942.63,1821713.09,13,4,0,9,-172416
104,Port Harcourt City,Nigeria,Ngn,23/04/2025,290,63553.1,3374584.01,3,9,65,25,145872.82
104,PORT HARCOURT CITY,Nigeria,NGN,4/22/2025,312,3239467.12,2310918.61,9,4,45,18,-164943.86
104,  Port Harcourt City  ,Nigeria,Ngn,4/21/2025,870,3399994.33,2158676.27,3,1,65,5,-193229.37
104,port harcourt city,Nigeria,Ngn,4/20/2025,416,4477911.71,4777691.32,8,1,30,15,370475
104,Port Harcourt City,Nigeria, Ngn ,4/19/2025,328,4186756.31,3465017.03,15,6,0,24,420286.72
104,PORT HARCOURT CITY,Nigeria,ngn,4/18/2025,156,2109337.2,2974214,14,2,0,23,65825.55
104,port harcourt city,Nigeria, Ngn ,17-Apr-25,549,609040.52,2085857.11,1,1,15,12,258481.5
104,port harcourt city,Nigeria,Ngn,4/16/2025,581,2639360.72,3517871.91,3,6,30,25,308656.38
104,Port Harcourt City,Nigeria,ngn,15/04/2025,896,2813803.97,4939568.54,1,0,5,24,454059.99
104,port harcourt city,Nigeria,NGN,14/04/2025,819,2483657.41,1242414.49,8,0,65,20,-44105.43
104,port harcourt city,Nigeria,NGN,13/04/2025,520,2248734.94,2886522.91,2,7,5,18,21243.07
104,PORT HARCOURT CITY,Nigeria,NGN,12/4/2025,463,2091075.81,2807798.51,0,1,30,23,474219.87
104,port harcourt city,Nigeria, Ngn ,11-Apr-25,399,1848545.26,318662.31,7,7,65,14,192105.59
104,  Port Harcourt City  ,Nigeria, Ngn ,10/4/2025,166,532313.26,3311605.76,0,5,30,15,380918.72
104,  Port Harcourt City  ,Nigeria,NGN,9-Apr-25,96,4489541.74,2487489.6,13,1,15,12,227596.24
104,Port Harcourt City,Nigeria,ngn,4/8/2025,518,4131543.01,993364.88,10,1,0,17,-167449.75
104,Port Harcourt City,Nigeria, Ngn ,4/7/2025,724,2967115.02,2545778,15,0,45,20,315349.75
104,Port Harcourt City,Nigeria,ngn,6/4/2025,758,2913844.21,3665948.58,4,1,45,16,260265.27
104,Port Harcourt City,Nigeria, Ngn ,5-Apr-25,673,4583755.7,3823754.55,8,6,15,14,479344.15
104,port harcourt city,Nigeria, Ngn ,4/4/2025,666,3515070.71,3754712.99,9,8,45,14,298312.05
104,  Port Harcourt City  ,Nigeria,Ngn,4/3/2025,738,706725.06,3566462.4,5,8,0,21,286018.38
104,  Port Harcourt City  ,Nigeria, Ngn ,2-Apr-25,646,2874659.06,3352428.33,13,10,30,21,149.59
105,KANO COMMERCIAL DISTRICT,Nigeria,NGN,30/06/2025,440,769367.22,3367758.18,6,4,45,9,488472.68
105,KANO COMMERCIAL DISTRICT,Nigeria,Ngn,29-Jun-25,258,3780290.04,209916.6,14,1,0,23,407624.76
105,Kano Commercial District,Nigeria,ngn,6/28/2025,573,3932320.51,4004167.67,9,10,30,5,448539.37
105,  Kano Commercial District  ,Nigeria,NGN,27/06/2025,63,3731166.33,1055281.75,14,3,5,24,293240.35
105,kano commercial district,Nigeria,ngn,26-Jun-25,351,2271633.87,4918093.95,2,2,45,9,314555.64
105,Kano Commercial District,Nigeria,Ngn,6/25/2025,619,1357986,846597.81,8,0,5,14,126431.94
105,  Kano Commercial District  ,Nigeria,NGN,6/24/2025,842,4665290.23,3097262.95,9,7,0,22,185112.13
105,  Kano Commercial District  ,Nigeria,ngn,6/23/2025,238,2627001.12,3941978.28,5,6,45,21,175925.17
105,kano commercial district,Nigeria,Ngn,6/22/2025,389,1835949.23,1131304.16,15,8,5,24,-193837.41
105,kano commercial district,Nigeria,NGN,21-Jun-25,748,4434017.79,1937794.41,3,6,5,12,178166.12
105,  Kano Commercial District  ,Nigeria, Ngn ,20-Jun-25,548,267065.72,4496493.96,6,5,0,20,-142358.19
105,KANO COMMERCIAL DISTRICT,Nigeria,NGN,6/19/2025,265,3368158.87,3879232.22,13,1,0,10,176427.95
105,KANO COMMERCIAL DISTRICT,Nigeria,ngn,18/06/2025,74,2323164.91,1691991.11,2,1,15,5,-75405.49
105,kano commercial district,Nigeria,Ngn,17-Jun-25,467,1970761.39,3169575.46,13,5,15,4,72651.31
105,KANO COMMERCIAL DISTRICT,Nigeria,NGN,6/16/2025,767,4248843.63,1820615.69,3,4,15,25,10945.5
105,Kano Commercial District,Nigeria, Ngn ,6/15/2025,454,4119505.73,202554.8,5,8,0,11,-104532.98
105,  Kano Commercial District  ,Nigeria,ngn,14/06/2025,355,3402580.78,4575136.14,11,0,45,21,412336.85
105,KANO COMMERCIAL DISTRICT,Nigeria, Ngn ,6/13/2025,600,2760250.98,471377.94,6,5,0,10,88858.15
105,kano commercial district,Nigeria,Ngn,6/12/2025,248,617381.58,3371340.66,1,8,0,18,251272.16
105,KANO COMMERCIAL DISTRICT,Nigeria,Ngn,6/11/2025,150,1027217.08,2923948.48,10,5,0,8,269906.9
105,KANO COMMERCIAL DISTRICT,Nigeria,ngn,6/10/2025,375,2455013.09,1675313.09,9,9,0,8,195886.41
105,Kano Commercial District,Nigeria,ngn,9-Jun-25,54,1600413.16,3939017.55,13,4,45,15,-105985.92
105,Kano Commercial District,Nigeria, Ngn ,8-Jun-25,417,3885096.46,2460508.34,3,2,65,24,224639.37
105,kano commercial district,Nigeria,ngn,7-Jun-25,319,3681045.85,3151763.48,2,0,65,20,242138.55
105,kano commercial district,Nigeria,NGN,6/6/2025,614,1340050.79,4475230.38,15,10,45,8,56073.04
105,  Kano Commercial District  ,Nigeria,ngn,6/5/2025,525,2530559.7,498242.42,11,8,65,4,263874.94
105,kano commercial district,Nigeria, Ngn ,6/4/2025,213,936768.66,4746123.57,4,7,45,15,-171706.12
105,  Kano Commercial District  ,Nigeria,Ngn,3/6/2025,289,261901.78,1073531.67,11,6,0,19,442531.36
105,  Kano Commercial District  ,Nigeria,NGN,6/2/2025,770,4843784.93,3186156.56,8,4,0,22,181045.04
105,Kano Commercial District,Nigeria,Ngn,6/1/2025,651,3284015.91,4185571.88,8,6,5,11,161460.25
105,  Kano Commercial District  ,Nigeria, Ngn ,31-May-25,861,2436444.94,3040844.35,4,7,45,9,-39006.46
105,kano commercial district,Nigeria,ngn,30-May-25,420,3030000.37,4093927.62,7,6,0,14,304178.96
105,Kano Commercial District,Nigeria,ngn,29/05/2025,654,848168.99,4175156.73,0,3,30,5,-110480.42
105,KANO COMMERCIAL DISTRICT,Nigeria,ngn,5/28/2025,107,873389.76,4616112.01,12,9,0,22,246335.89
105,kano commercial district,Nigeria, Ngn ,27-May-25,671,4964240.33,4343146.88,5,3,90,17,220587.1
105,  Kano Commercial District  ,Nigeria,ngn,5/26/2025,791,3443676.26,4615642.13,2,3,15,16,69823.32
105,Kano Commercial District,Nigeria,ngn,5/25/2025,670,526677.95,2405552.47,1,8,0,20,326668.21
105,kano commercial district,Nigeria,NGN,5/24/2025,843,3408868.83,2185909.28,13,5,5,5,288349.96
105,Kano Commercial District,Nigeria, Ngn ,23/05/2025,408,2965788.03,3719900.51,3,6,0,8,-21837.38
105,KANO COMMERCIAL DISTRICT,Nigeria,Ngn,5/22/2025,662,4389993.25,2072801.19,6,0,65,4,204591
105,Kano Commercial District,Nigeria,ngn,5/21/2025,754,4031221.41,2073783.13,3,2,15,17,256103.15
105,Kano Commercial District,Nigeria,Ngn,20-May-25,676,1414024.69,3418998.24,6,6,0,21,348651.89
105,Kano Commercial District,Nigeria,Ngn,19/05/2025,364,2909373.21,3882262.7,12,2,0,25,-116639.96
105,kano commercial district,Nigeria,NGN,5/18/2025,269,2566300.54,3941101.56,1,2,5,16,475199.18
105,kano commercial district,Nigeria, Ngn ,5/17/2025,664,2205118.3,367198.26,7,5,45,6,226320.2
105,Kano Commercial District,Nigeria,Ngn,16/05/2025,778,4819472.62,334442.02,5,10,90,19,107280.43
105,  Kano Commercial District  ,Nigeria,ngn,5/15/2025,84,3930599.25,2577211.86,7,9,65,9,271817.07
105,KANO COMMERCIAL DISTRICT,Nigeria,ngn,14-May-25,138,4984244.86,3909380.75,11,10,0,16,83815.68
105,KANO COMMERCIAL DISTRICT,Nigeria,NGN,5/13/2025,612,1458244.25,4157335.77,11,5,15,12,-41593.14
105,Kano Commercial District,Nigeria,NGN,5/12/2025,317,916422.19,2555878.58,2,8,5,13,37976.13
105,  Kano Commercial District  ,Nigeria,Ngn,5/11/2025,760,2241704.77,1916547.39,15,3,45,14,472867.11
105,KANO COMMERCIAL DISTRICT,Nigeria, Ngn ,10/5/2025,169,1326207.84,1944232.57,7,10,30,11,360112.98
105,KANO COMMERCIAL DISTRICT,Nigeria,Ngn,9/5/2025,304,1472083.44,2024706.65,10,1,90,21,451977.37
105,kano commercial district,Nigeria,Ngn,8/5/2025,237,4738234.64,3431381.18,6,7,5,10,-35597.04
105,kano commercial district,Nigeria,ngn,5/7/2025,257,4182955.38,4189856.81,11,2,65,7,-116085.06
105,Kano Commercial District,Nigeria,NGN,5/6/2025,832,4292592.22,4792065.8,15,5,30,23,20791.83
105,  Kano Commercial District  ,Nigeria, Ngn ,5-May-25,277,3763338.46,684817.45,13,7,5,21,-177206.15
105,kano commercial district,Nigeria, Ngn ,4-May-25,173,3506310.61,2327349.42,0,0,5,25,-52473.33
105,  Kano Commercial District  ,Nigeria,ngn,5/3/2025,611,1351102.72,1383570.74,10,5,5,9,149139.01
105,  Kano Commercial District  ,Nigeria,Ngn,5/2/2025,460,1434166.18,940451.68,4,9,5,25,-40003.28
105,kano commercial district,Nigeria, Ngn ,5/1/2025,440,1020512.91,4010185.42,4,7,30,4,-76374.91
105,  Kano Commercial District  ,Nigeria, Ngn ,30/04/2025,357,1292321.47,4299584.81,1,6,0,7,283380.22
105,  Kano Commercial District  ,Nigeria, Ngn ,4/29/2025,694,526694.34,3735736.44,8,5,0,15,192245.02
105,Kano Commercial District,Nigeria,NGN,28-Apr-25,409,4343474.49,4817426.98,6,9,5,22,254905.84
105,  Kano Commercial District  ,Nigeria,Ngn,4/27/2025,382,3382304.56,2463094.03,14,1,120,16,229564.64
105,kano commercial district,Nigeria,ngn,26/04/2025,705,4048199.86,1720072.13,12,1,15,6,-86600.36
105,  Kano Commercial District  ,Nigeria,Ngn,4/25/2025,669,3240989.25,1392678.1,14,5,5,22,164654.98
105,kano commercial district,Nigeria,NGN,24/04/2025,178,3652473.46,3327011.61,2,3,5,9,77931.91
105,Kano Commercial District,Nigeria,NGN,4/23/2025,76,3866121.84,2643714.82,2,1,0,12,232671.52
105,Kano Commercial District,Nigeria,Ngn,4/22/2025,284,1274612.77,1456667.64,4,2,30,20,386962.45
105,  Kano Commercial District  ,Nigeria,Ngn,4/21/2025,537,2362607.71,4360946.45,8,8,0,18,-105419.56
105,Kano Commercial District,Nigeria, Ngn ,4/20/2025,586,3216943.22,2692231.45,11,7,15,21,-41010.09
105,  Kano Commercial District  ,Nigeria, Ngn ,4/19/2025,316,820801.82,102251.3,4,5,5,13,128438.57
105,Kano Commercial District,Nigeria, Ngn ,4/18/2025,356,95206.37,2180654.8,9,9,30,11,357737.17
105,Kano Commercial District,Nigeria, Ngn ,17-Apr-25,305,858184,3698733.38,12,6,0,11,-15913.81
105,  Kano Commercial District  ,Nigeria,Ngn,16/04/2025,714,3727488.12,4053602.81,13,3,15,6,-72314.97
105,Kano Commercial District,Nigeria, Ngn ,15-Apr-25,328,3517339.36,2485380.27,10,0,0,8,-165257.55
105,KANO COMMERCIAL DISTRICT,Nigeria,Ngn,4/14/2025,325,668944.05,2220162.35,0,3,0,6,-94521.41
105,Kano Commercial District,Nigeria,Ngn,13/04/2025,854,4007338.64,4989919.06,14,0,0,14,-143843.83
105,Kano Commercial District,Nigeria,NGN,4/12/2025,606,2377226.54,1001351.85,8,6,0,4,-114626.91
105,Kano Commercial District,Nigeria,ngn,4/11/2025,805,4972950.28,1035940.39,3,8,5,25,487481.1
105,  Kano Commercial District  ,Nigeria,Ngn,10/4/2025,212,3164363.06,258820.28,3,4,5,19,246964.01
105,KANO COMMERCIAL DISTRICT,Nigeria,ngn,4/9/2025,165,1218030.9,2199100.17,0,2,5,12,209287.8
105,KANO COMMERCIAL DISTRICT,Nigeria,NGN,8/4/2025,645,3928202.44,2402589.86,4,5,45,6,-25894.42
105,  Kano Commercial District  ,Nigeria,NGN,7/4/2025,111,1809812.49,811896.26,3,2,0,19,-37127.76
105,Kano Commercial District,Nigeria,ngn,6-Apr-25,71,3461787.4,1822929.11,4,4,45,5,139711.49
105,Kano Commercial District,Nigeria,ngn,5/4/2025,630,973802.31,1770940.16,14,4,15,23,440131.8
105,kano commercial district,Nigeria, Ngn ,4/4/2025,352,4106121.83,2730949.46,14,0,0,24,154170.41
105,  Kano Commercial District  ,Nigeria,ngn,4/3/2025,378,3618967.64,3308532.62,12,3,65,20,278256.93
105,  Kano Commercial District  ,Nigeria, Ngn ,4/2/2025,706,1644019.08,526468.67,2,0,15,8,-74952.84
106,Accra Downtown,Ghana,ghs,6/30/2025,151,207494.89,3226670.76,12,10,0,19,168074.95
106,accra downtown,Ghana,GHS,29-Jun-25,63,4654544.63,1083253.56,15,1,0,18,360713.96
106,Accra Downtown,Ghana,Ghs,6/28/2025,863,3556747.24,4127032.68,8,8,5,5,314010.24
106,accra downtown,Ghana,GHS,27-Jun-25,153,3639601.07,2681722.2,6,3,0,20,259813.56
106,Accra Downtown,Ghana,GHS,6/26/2025,834,3211190.28,1821918.66,14,10,15,17,417976.81
106,Accra Downtown,Ghana,Ghs,6/25/2025,723,832973.46,4992246.18,14,5,45,14,185056.94
106,Accra Downtown,Ghana, Ghs ,24-Jun-25,895,3643045.03,3061646.18,6,6,45,21,448302.85
106,Accra Downtown,Ghana, Ghs ,23-Jun-25,456,50968.36,221581.37,9,9,5,4,162326.55
106,accra downtown,Ghana,ghs,22-Jun-25,372,157421.79,4118602.62,8,8,0,20,189426.16
106,Accra Downtown,Ghana,Ghs,6/21/2025,209,735120.56,1867060.32,7,3,0,12,367751.97
106,accra downtown,Ghana,GHS,6/20/2025,790,1657225.67,2438539.21,15,9,15,7,216661.84
106,Accra Downtown,Ghana,GHS,19-Jun-25,848,326817.41,3865962.44,11,6,0,17,451172.26
106,accra downtown,Ghana,GHS,6/18/2025,699,3898222.16,1943310.46,9,8,65,5,23521.58
106,accra downtown,Ghana,ghs,6/17/2025,101,3384494.45,4986968.15,14,9,5,22,153310.54
106,Accra Downtown,Ghana,ghs,6/16/2025,185,1714032.48,2405480.54,1,8,5,16,-16209.42
106,accra downtown,Ghana,ghs,15/06/2025,542,2818516.08,2464912.44,6,8,15,23,497955.14
106,  Accra Downtown  ,Ghana, Ghs ,6/14/2025,381,3439452.96,2901290.27,3,10,0,17,96478.42
106,  Accra Downtown  ,Ghana,GHS,13-Jun-25,838,1558853.3,4938876.99,14,9,0,8,108324.4
106,  Accra Downtown  ,Ghana,ghs,6/12/2025,825,3656009.43,474781.48,1,3,0,23,448710.79
106,ACCRA DOWNTOWN,Ghana,Ghs,11-Jun-25,510,2382392,1692789.76,6,3,0,21,166286.12
106,accra downtown,Ghana,GHS,10-Jun-25,435,2935874.47,3334465.29,1,4,15,9,-157922.97
106,  Accra Downtown  ,Ghana,GHS,6/9/2025,526,3291051.47,91254.17,12,10,45,12,264087.15
106,ACCRA DOWNTOWN,Ghana,Ghs,8-Jun-25,714,1963289.97,4899974.61,3,5,65,19,406740.92
106,Accra Downtown,Ghana,GHS,6/7/2025,90,1274591.09,2670606.05,10,7,0,16,321073.5
106,  Accra Downtown  ,Ghana,Ghs,6/6/2025,690,1546514.75,4980172.34,8,0,5,24,-19624.44
106,ACCRA DOWNTOWN,Ghana,Ghs,5/6/2025,280,800955.49,4491017.81,4,1,65,16,164502.49
106,accra downtown,Ghana, Ghs ,6/4/2025,369,4553190.2,1679959.45,4,3,5,24,-102996.43
106,  Accra Downtown  ,Ghana,ghs,6/3/2025,490,4978644.71,4880095.7,4,10,65,22,441978.48
106,ACCRA DOWNTOWN,Ghana,ghs,2-Jun-25,375,4205636.42,770338.01,0,5,0,17,472837.33
106,  Accra Downtown  ,Ghana,ghs,1-Jun-25,847,980271.33,701152.11,0,9,5,23,-13196.17
106,accra downtown,Ghana,GHS,5/31/2025,417,443403.38,3910139.94,4,8,15,23,128134.45
