loan_id,customer_id,branch_id,raw_loan_status,loan_purpose,local_currency,loan_amount_local,loan_amount_usd,interest_rate_pct,tenure_months,amount_repaid_local,outstanding_balance,raw_disbursement_date,raw_maturity_date
733,487,115,ACTIVE,Trade Finance / Import,USD,5073355.1,5073355.1,8.48,48,554253.43,4519101.67,2024-12-20,12-Oct-2025
734,1178,103,active,Asset Finance,NGN,9941903.15,6163.98,8.44,12,1518464.3,8423438.85,05/26/2021,12/15/2026
735,648,111, Active ,Education Finance,ZAR,10418637.14,573025.04,7.64,24,4916890.05,5501747.09,09-Oct-2021,2026-08-14
736,1814,110,fully paid,Education Finance,ZAR,8249575.18,453726.63,8.04,18,1892013.38,6357561.8,2021-02-15,12/19/2026
737,1305,109,active,SME Working Capital,KES,5392090.52,41519.1,21.76,6,4152528.7,1239561.82,02-Mar-2022,25/05/2023
738,503,113,DEFAULTED,Agricultural Loan,EUR,3085420.15,3332253.76,12.33,60,2048929.35,1036490.8,18/10/2020,14-Feb-2023
739,888,114,FULLY PAID,SME Working Capital,AED,14468808.99,3935516.05,5.76,36,91071.01,14377737.98,23-Mar-2020,22/04/2027
740,1661,104,WRITTEN OFF,SME Working Capital,NGN,3078621.73,1908.75,24.62,60,597127.7,2481494.03,05/17/2024,07/04/2023
741,1917,108,Fully Paid,Agricultural Loan,KES,19729944.88,151920.58,15.78,60,16977851.9,2752092.98,09/27/2020,08/12/2027
742,752,110,PENDING REVIEW,Asset Finance,ZAR,14665358.89,806594.74,26.71,48,12107629.32,2557729.57,02-Jun-2023,2023-10-08
743,1203,108,active,Education Finance,KES,4857431.93,37402.23,8.59,6,1090267.34,3767164.59,11/17/2024,10/13/2027
744,492,111,ACTIVE,Personal Loan,ZAR,19210101.36,1056555.57,10.83,60,2584201.48,16625899.88,15/03/2022,18-Jul-2025
745,692,112,pending review,Trade Finance / Import,GBP,8769506.75,11137273.57,15.66,24,1261770.3,7507736.45,2022-12-14,2027-09-30
746,948,112,ACTIVE,Asset Finance,GBP,8192520.51,10404501.05,24.27,48,5708149.96,2484370.55,04/11/2024,21-Jan-2027
747,706,106,restructured,Asset Finance,GHS,3106548.65,205032.21,8.86,60,1835842.78,1270705.87,2023-07-09,2027-12-16
748,465,109,approved,Trade Finance / Import,KES,5992619.32,46143.17,17.74,60,5402110.16,590509.16,06/28/2022,2023-01-27
749,689,111, Active ,Auto Loan,ZAR,8511186.12,468115.24,11.85,18,5262905.47,3248280.65,12-Apr-2020,10/25/2025
750,1,108,fully paid,SME Working Capital,KES,6673689.57,51387.41,15.36,60,3301675.46,3372014.11,18-Jul-2024,05/05/2026
751,329,111,PENDING REVIEW,Mortgage,ZAR,2179588.33,119877.36,5.63,12,2022578.87,157009.46,20-Apr-2023,15-Jul-2024
752,194,113,Fully Paid,Trade Finance / Import,EUR,6263338.34,6764405.41,6.83,6,1407896.2,4855442.14,04-Jun-2023,2024-06-07
753,1837,104,pending review,Trade Finance / Import,NGN,11940311.89,7402.99,6.54,12,4481941.6,7458370.29,07/01/2024,2025-08-08
754,1406,114,Fully Paid,Agricultural Loan,AED,11454152.1,3115529.37,24.79,18,8666545.38,2787606.72,09/12/2020,03/04/2023
755,1505,114,RESTRUCTURED,Auto Loan,AED,17362384.55,4722568.6,10.11,18,7334961.67,10027422.88,06-Dec-2024,11-Feb-2024
756,749,106,defaulted,Personal Loan,GHS,3416951.88,225518.82,12.08,48,2299633.65,1117318.23,01/28/2022,12/11/2023
757,1934,103,approved,Mortgage,NGN,8968606.02,5560.54,8.94,12,7175597.15,1793008.87,10/06/2022,2024-02-16
758,555,104,approved,Personal Loan,NGN,11420247.72,7080.55,8.87,12,6311202.96,5109044.76,22/08/2020,03-Dec-2027
759,1179,101,APPROVED,Trade Finance / Import,NGN,17777683.67,11022.16,27.45,48,7760304.08,10017379.59,2022-12-22,2023-10-25
760,1678,113,restructured,Mortgage,EUR,7772346.4,8394134.11,15.8,60,2471527.92,5300818.48,23/08/2023,2024-08-20
761,826,108, Active ,Education Finance,KES,2517974.99,19388.41,22.58,24,598688.68,1919286.31,06-Mar-2024,11-May-2024
762,179,115,PENDING REVIEW,Asset Finance,USD,12932756.83,12932756.83,22.81,48,12874966.89,57789.94,2024-05-02,2023-02-28
763,727,115,defaulted,Mortgage,USD,14290348.44,14290348.44,9.37,48,5802225.15,8488123.29,05/02/2022,12/31/2027
764,1131,104,active,Auto Loan,NGN,2066597.05,1281.29,7.29,12,1490079.44,576517.61,19-Sep-2020,01/07/2023
765,1296,104,active,Agricultural Loan,NGN,8711023.93,5400.83,7.1,6,4602186.03,4108837.9,14/12/2022,22/04/2027
766,1731,105,defaulted,Personal Loan,NGN,12018097.94,7451.22,7.65,24,1596114.09,10421983.85,30/11/2022,2025-09-14
767,1291,113,Fully Paid,SME Working Capital,EUR,5538637.64,5981728.65,25.95,18,3799518.81,1739118.83,05/01/2022,2024-02-23
768,1626,106,WRITTEN OFF,Asset Finance,GHS,13628534.2,899483.26,27.81,12,6365923.56,7262610.64,20/05/2021,09-Sep-2024
769,522,115,APPROVED,SME Working Capital,USD,15366636.33,15366636.33,4.32,12,13479254.28,1887382.05,07/31/2020,02/08/2023
770,1152,108,active,Personal Loan,KES,7028755.3,54121.42,15.17,6,5519297.55,1509457.75,06/16/2021,11-Dec-2023
771,1096,110,fully paid,Trade Finance / Import,ZAR,14836318.47,815997.52,10.17,48,13232311.88,1604006.59,28/04/2024,2024-04-05
772,1355,109,Fully Paid,Trade Finance / Import,KES,4453937.2,34295.32,8.11,48,3810694.63,643242.57,23-Jan-2022,11/03/2026
773,265,106,WRITTEN OFF,Mortgage,GHS,9308783.0,614379.68,13.21,6,3142116.77,6166666.23,23-Nov-2024,05/08/2026
774,1135,106,active,Agricultural Loan,GHS,18761596.05,1238265.34,26.91,12,11632926.54,7128669.51,05/17/2024,30-Apr-2025
775,364,104,FULLY PAID,Agricultural Loan,NGN,12783058.8,7925.5,17.21,60,4772230.07,8010828.73,18-Feb-2020,26-Apr-2024
776,929,109,active,Agricultural Loan,KES,9208554.28,70905.87,15.06,18,4226742.48,4981811.8,08/07/2022,2023-02-15
777,1257,102, Active ,Education Finance,NGN,15835969.61,9818.3,6.5,60,10541936.83,5294032.78,14-Jun-2022,10/23/2027
778,1750,101,Fully Paid,Personal Loan,NGN,805153.68,499.2,19.78,12,266687.78,538465.9,10/11/2022,11/16/2024
779,1630,112,restructured,Mortgage,GBP,12231386.3,15533860.6,5.26,18,7930474.74,4300911.56,10/09/2024,2026-02-06
780,1028,111,PENDING REVIEW,Auto Loan,ZAR,2408050.85,132442.8,21.63,48,1192816.8,1215234.05,10/31/2021,01/11/2023
781,171,103,ACTIVE,Asset Finance,NGN,9863654.84,6115.47,6.41,12,4583463.43,5280191.41,03-Nov-2021,11/14/2024
782,1037,107,APPROVED,Asset Finance,GHS,17464321.81,1152645.24,13.7,60,17240821.27,223500.54,26-May-2021,2026-01-24
783,360,108,ACTIVE,Education Finance,KES,1029338.52,7925.91,5.42,6,244336.28,785002.24,08/02/2021,07/17/2026
784,356,112,FULLY PAID,Auto Loan,GBP,14568570.24,18502084.2,20.03,48,10893363.12,3675207.12,04/10/2022,27-Jan-2024
785,1040,109,pending review,Personal Loan,KES,1293051.98,9956.5,22.26,60,1074036.72,219015.26,07/26/2022,05/31/2023
786,1829,104,defaulted,Education Finance,NGN,14646438.21,9080.79,24.93,6,8836062.84,5810375.37,11-Apr-2020,14-Jun-2027
787,951,113,pending review,Auto Loan,EUR,17231148.27,18609640.13,12.3,18,858303.27,16372845.0,20-Jun-2020,2023-06-17
788,1236,112,DEFAULTED,Trade Finance / Import,GBP,12345047.75,15678210.64,15.18,18,10772306.07,1572741.68,2023-07-11,2026-03-07
789,1512,112,ACTIVE,Personal Loan,GBP,10554207.44,13403843.45,15.27,6,3413076.51,7141130.93,05/14/2023,12/07/2025
790,1056,115,pending review,Personal Loan,USD,14930019.87,14930019.87,10.27,6,4165855.41,10764164.46,2022-09-26,25/09/2023
791,1734,107,pending review,Agricultural Loan,GHS,12046982.63,795100.85,4.99,18,2090612.22,9956370.41,2022-11-03,03/09/2023
792,857,108,ACTIVE,Personal Loan,KES,19311005.6,148694.74,13.08,24,4763983.39,14547022.21,07/05/2024,02-Apr-2027
793,85,114,DEFAULTED,Personal Loan,AED,16611209.72,4518249.04,20.98,18,12640494.34,3970715.38,05/01/2023,05/30/2026
794,1467,110,PENDING REVIEW,Asset Finance,ZAR,16182904.09,890059.72,25.15,48,8312167.6,7870736.49,2020-09-16,22/09/2027
795,35,115,ACTIVE,Personal Loan,USD,4972592.22,4972592.22,19.05,24,3269207.64,1703384.58,10/05/2020,04/05/2027
796,956,106,FULLY PAID,Asset Finance,GHS,7223362.33,476741.91,23.71,60,913843.78,6309518.55,2024-05-16,2027-03-26
797,357,105,APPROVED,Trade Finance / Import,NGN,10532488.92,6530.14,10.84,6,3650380.02,6882108.9,07/18/2024,10/30/2026
798,953,102,APPROVED,Asset Finance,NGN,2836729.8,1758.77,19.66,60,1575143.71,1261586.09,02-Dec-2022,2025-04-17
799,1154,101,APPROVED,Agricultural Loan,NGN,18509500.05,11475.89,27.29,60,11426988.99,7082511.06,04/06/2024,05/19/2024
800,1670,114,defaulted,Trade Finance / Import,AED,8540415.67,2322993.06,5.38,12,7042784.46,1497631.21,25/12/2023,08-Jun-2027
801,1336,108, Active ,Trade Finance / Import,KES,16476605.61,126869.86,22.71,24,15583080.41,893525.2,05/08/2021,2023-05-26
802,1799,112,ACTIVE,Mortgage,GBP,13877882.49,17624910.76,16.09,24,7531701.97,6346180.52,2021-12-11,26-Apr-2023
803,1801,106,ACTIVE,Education Finance,GHS,17107117.14,1129069.73,25.85,48,10562519.92,6544597.22,09-Nov-2023,02/10/2026
804,1017,113,ACTIVE,Agricultural Loan,EUR,19756285.31,21336788.13,19.5,60,15908137.94,3848147.37,24/08/2021,26-Jun-2023
805,667,103, Active ,Personal Loan,NGN,13829617.57,8574.36,17.94,36,7520732.46,6308885.11,02/25/2022,2027-02-12
806,1907,108,RESTRUCTURED,Auto Loan,KES,7675477.44,59101.18,8.24,60,3362744.12,4312733.32,01/01/2020,2026-06-10
807,76,112,Fully Paid,Mortgage,GBP,888854.83,1128845.63,9.19,60,399170.04,489684.79,2023-09-23,18/12/2024
808,1304,104,active,Personal Loan,NGN,16513909.11,10238.62,10.82,18,3726617.97,12787291.14,2024-03-07,05/09/2025
809,1707,113,DEFAULTED,Trade Finance / Import,EUR,7932938.77,8567573.87,16.9,60,7902011.99,30926.78,06/05/2022,08/13/2023
810,1966,110, Active ,Agricultural Loan,ZAR,4947014.5,272085.8,17.12,6,392035.19,4554979.31,04/06/2023,2023-08-22
811,290,114,restructured,Asset Finance,AED,4090408.15,1112591.02,25.09,12,3827442.49,262965.66,20/08/2020,04/11/2025
812,828,106,RESTRUCTURED,Personal Loan,GHS,16428176.22,1084259.63,5.48,48,4575077.02,11853099.2,28-Dec-2021,23/11/2026
813,568,104,restructured,Personal Loan,NGN,18557793.76,11505.83,23.98,48,11491739.61,7066054.15,08/05/2023,30/08/2023
814,165,114,DEFAULTED,Trade Finance / Import,AED,5527267.38,1503416.73,18.06,24,775592.44,4751674.94,19-Mar-2023,19-Nov-2023
815,1649,109,pending review,Auto Loan,KES,1998869.14,15391.29,19.13,60,513923.67,1484945.47,04-Aug-2023,20-Apr-2027
816,67,108,WRITTEN OFF,Mortgage,KES,12043850.83,92737.65,15.27,36,5596053.26,6447797.57,23-Sep-2020,2023-09-27
817,1588,111,PENDING REVIEW,Trade Finance / Import,ZAR,275501.28,15152.57,23.45,24,237093.48,38407.8,2022-12-08,10/09/2025
818,973,115,fully paid,Mortgage,USD,13340606.15,13340606.15,22.44,6,969899.4,12370706.75,2024-06-01,08/17/2027
819,705,104,fully paid,Education Finance,NGN,14262208.55,8842.57,16.33,12,11975510.96,2286697.59,09/18/2021,2027-04-30
820,29,114,pending review,Trade Finance / Import,AED,17599367.91,4787028.07,15.44,6,4610678.31,12988689.6,01/22/2020,10/01/2025
821,24,102,APPROVED,Asset Finance,NGN,8001882.21,4961.17,8.22,18,1015023.8,6986858.41,10-Sep-2023,11/06/2024
822,511,104,PENDING REVIEW,Personal Loan,NGN,8471492.66,5252.33,26.6,12,5555794.79,2915697.87,26/08/2020,05/10/2024
823,441,113, Active ,Mortgage,EUR,5141545.87,5552869.54,15.37,12,292553.96,4848991.91,2024-09-16,27-Mar-2023
824,1782,107,written off,Agricultural Loan,GHS,3526982.54,232780.85,15.23,48,1657219.34,1869763.2,03/03/2024,14-Sep-2025
825,18,105,DEFAULTED,Mortgage,NGN,1313292.69,814.24,14.91,6,837619.31,475673.38,2021-06-12,2025-08-09
826,135,107,fully paid,Asset Finance,GHS,8681612.94,572986.45,15.99,48,7305301.42,1376311.52,04/18/2023,04/03/2025
827,1998,108,written off,Education Finance,KES,4580111.94,35266.86,19.69,18,1689115.27,2890996.67,12/29/2023,12/15/2023
828,80,109,pending review,Asset Finance,KES,10233388.37,78797.09,12.83,18,8389947.67,1843440.7,2020-09-14,30-Jul-2026
829,555,104,RESTRUCTURED,Asset Finance,NGN,13123163.29,8136.36,27.65,48,9345569.29,3777594.0,2024-02-01,04-Nov-2023
830,1418,110,DEFAULTED,Personal Loan,ZAR,13837554.12,761065.48,5.87,18,13301703.39,535850.73,2022-09-27,14-Jan-2024
831,1758,109,approved,Asset Finance,KES,2988367.14,23010.43,23.14,36,2878163.79,110203.35,11/27/2024,2027-09-03
832,1938,106,approved,Asset Finance,GHS,15576015.14,1028017.0,18.95,24,4719099.91,10856915.23,03-Nov-2023,10/21/2026
833,1406,114, Active ,Auto Loan,AED,12988960.66,3532997.3,9.31,12,5687373.05,7301587.61,2022-06-23,23-Apr-2026
834,1535,107,APPROVED,Education Finance,GHS,11784921.84,777804.84,27.97,48,11330224.35,454697.49,25-Mar-2022,2026-02-24
835,529,108,active,Trade Finance / Import,KES,18599480.69,143216.0,21.04,48,2889409.44,15710071.25,15-Mar-2020,06/13/2023
836,1598,112,FULLY PAID,Personal Loan,GBP,13377966.12,16990016.97,22.79,48,4544736.89,8833229.23,03/11/2021,2023-03-04
837,1289,101,fully paid,Education Finance,NGN,5364171.5,3325.79,9.84,12,5042793.79,321377.71,2023-06-08,14/02/2027
838,328,104,defaulted,Agricultural Loan,NGN,17128106.64,10619.43,19.33,48,15989565.37,1138541.27,2022-03-01,03/20/2026
839,242,101,pending review,Auto Loan,NGN,5710700.17,3540.63,5.1,48,4244686.41,1466013.76,2024-06-04,25-Jan-2024
840,791,109, Active ,Auto Loan,KES,4685461.53,36078.05,6.21,48,2979669.85,1705791.68,09-Jan-2023,04/19/2025
841,321,101,APPROVED,SME Working Capital,NGN,12390790.12,7682.29,10.56,60,7811951.4,4578838.72,05/09/2023,28/11/2027
842,1885,102,approved,Personal Loan,NGN,17970521.28,11141.72,16.73,24,14250945.61,3719575.67,07/01/2024,10/01/2024
843,1771,107,approved,Mortgage,GHS,15931079.2,1051451.23,19.58,12,14761477.26,1169601.94,04-Oct-2024,22/01/2026
844,388,104,ACTIVE,Asset Finance,NGN,7495728.31,4647.35,4.23,24,2472289.05,5023439.26,2023-07-20,2026-07-06
845,1228,109,written off,Education Finance,KES,4307708.91,33169.36,21.18,24,3001500.14,1306208.77,19/04/2020,12/04/2023
846,1267,103,restructured,Education Finance,NGN,8861376.24,5494.05,9.09,12,6960853.32,1900522.92,2021-12-30,08/31/2026
847,1448,110,Fully Paid,Asset Finance,ZAR,11421927.64,628206.02,26.55,6,10152384.13,1269543.51,2024-06-12,2023-11-07
848,1171,105,pending review,Auto Loan,NGN,3815395.64,2365.55,17.59,6,184504.4,3630891.24,22-May-2020,07/23/2024
849,1312,111,DEFAULTED,Auto Loan,ZAR,5358025.03,294691.38,25.65,24,213380.06,5144644.97,01/08/2022,07/28/2024
850,1381,114,FULLY PAID,Asset Finance,AED,11681956.27,3177492.11,12.98,24,1704142.38,9977813.89,2020-09-21,15-Feb-2025
851,116,105,approved,Education Finance,NGN,1676991.27,1039.73,17.83,36,763045.38,913945.89,26-May-2023,19-Jun-2025
852,57,115,FULLY PAID,Trade Finance / Import,USD,9639824.82,9639824.82,6.07,60,4748131.41,4891693.41,06-Dec-2021,2026-08-12
853,726,115,PENDING REVIEW,Asset Finance,USD,6869839.23,6869839.23,17.99,6,2802691.66,4067147.57,04-May-2021,2025-03-11
854,1945,106,defaulted,Asset Finance,GHS,13997732.42,923850.34,8.01,12,6441997.01,7555735.41,2020-01-06,31-May-2024
855,1308,110,defaulted,Education Finance,ZAR,10292272.36,566074.98,11.18,24,3121235.54,7171036.82,02-Nov-2021,2024-05-13
856,1338,110,PENDING REVIEW,Education Finance,ZAR,5588147.55,307348.12,12.67,36,4821016.92,767130.63,04-Sep-2024,26-Jun-2025
857,674,103,approved,Agricultural Loan,NGN,1405019.76,871.11,16.66,60,215633.68,1189386.08,2024-05-30,2026-09-03
858,1457,108,defaulted,SME Working Capital,KES,14309739.96,110185.0,18.82,18,10564413.27,3745326.69,28-May-2021,23-Mar-2027
859,1837,104,WRITTEN OFF,Personal Loan,NGN,13196980.29,8182.13,6.06,6,6500212.58,6696767.71,12/22/2022,19-Jun-2026
860,918,102,restructured,Agricultural Loan,NGN,9732698.59,6034.27,26.77,12,5526889.02,4205809.57,07-Nov-2020,31/03/2024
861,1609,102,RESTRUCTURED,Agricultural Loan,NGN,18657281.32,11567.51,24.81,24,624755.66,18032525.66,11-Jul-2020,24/09/2026
862,1486,106,APPROVED,SME Working Capital,GHS,17082522.81,1127446.51,12.64,18,688811.77,16393711.04,2022-10-22,13/06/2025
863,1161,107,active,Agricultural Loan,GHS,2207488.28,145694.23,22.02,12,1139815.92,1067672.36,27-Jan-2022,18/02/2027
864,1065,104,PENDING REVIEW,Auto Loan,NGN,7803922.28,4838.43,13.96,60,6910495.93,893426.35,09/25/2023,10/26/2026
865,659,114,pending review,Agricultural Loan,AED,6360024.55,1729926.68,8.55,48,5621682.88,738341.67,01/10/2020,2027-06-14
866,1999,109, Active ,Agricultural Loan,KES,13920915.94,107191.05,10.5,12,6311144.86,7609771.08,08/15/2022,28/10/2023
867,504,110, Active ,Personal Loan,ZAR,9723695.71,534803.26,16.59,36,8469342.21,1254353.5,01/26/2020,30-Nov-2023
868,146,112,Fully Paid,Agricultural Loan,GBP,19243780.06,24439600.68,18.98,6,10898332.94,8345447.12,30-Aug-2024,11/09/2025
869,1724,112,DEFAULTED,SME Working Capital,GBP,14070555.63,17869605.65,14.1,24,1436834.57,12633721.06,2023-01-27,30-Nov-2024
870,1636,111,defaulted,Education Finance,ZAR,16903281.23,929680.47,23.41,60,15328221.54,1575059.69,02/09/2024,2025-11-15
871,612,110,FULLY PAID,Trade Finance / Import,ZAR,193794.15,10658.68,6.73,36,18857.19,174936.96,24/12/2023,26-Apr-2027
872,1424,115,written off,Mortgage,USD,11117117.34,11117117.34,20.38,24,1180848.16,9936269.18,07/12/2024,19/04/2024
873,1419,104,pending review,Auto Loan,NGN,16347324.17,10135.34,26.94,24,1193931.65,15153392.52,23-Jun-2021,2025-07-26
874,1360,102,ACTIVE,Asset Finance,NGN,17687237.33,10966.09,27.92,48,12189528.91,5497708.42,22-Jul-2024,09-Aug-2025
875,625,111,pending review,Agricultural Loan,ZAR,9774998.6,537624.92,16.5,60,3185683.19,6589315.41,2020-10-08,28/04/2027
876,1999,109,restructured,Auto Loan,KES,575520.55,4431.51,4.48,18,120169.28,455351.27,02/10/2022,14-Mar-2025
877,1155,106,pending review,Trade Finance / Import,GHS,13488927.21,890269.2,17.43,18,3024127.86,10464799.35,01-Oct-2022,05/18/2027
878,1594,106,FULLY PAID,SME Working Capital,GHS,213424.07,14085.99,4.93,24,210975.39,2448.68,19-Oct-2023,24/06/2025
879,610,113,Fully Paid,SME Working Capital,EUR,13637969.39,14729006.94,5.56,6,6009233.39,7628736.0,11/09/2023,06-Aug-2024
880,461,102, Active ,Mortgage,NGN,5035426.8,3121.96,10.45,6,4850783.71,184643.09,08/22/2024,22/02/2023
881,779,114,written off,Agricultural Loan,AED,11437515.96,3111004.34,13.08,12,7810849.91,3626666.05,07/04/2023,20-Jun-2024
882,1363,110,defaulted,Personal Loan,ZAR,14265387.33,784596.3,14.46,60,11688794.04,2576593.29,26-Sep-2023,2027-09-03
883,501,114,defaulted,Education Finance,AED,4656234.96,1266495.91,17.9,6,3153811.96,1502423.0,21-May-2020,11-Sep-2026
884,1744,103,defaulted,Auto Loan,NGN,5212206.05,3231.57,18.26,6,4967720.13,244485.92,30/05/2022,2023-11-12
885,844,115,pending review,Agricultural Loan,USD,16277563.41,16277563.41,27.79,24,5000685.51,11276877.9,2021-09-09,26/06/2026
886,933,108,written off,Education Finance,KES,5594122.06,43074.74,8.66,48,1274873.61,4319248.45,2023-05-08,06/26/2027
887,523,112,FULLY PAID,Education Finance,GBP,14559789.57,18490932.75,12.13,12,3460135.31,11099654.26,25/12/2024,2023-02-27
888,497,115,pending review,Auto Loan,USD,4491909.9,4491909.9,23.07,24,1897089.65,2594820.25,01/04/2022,2023-04-25
889,1620,115,APPROVED,Asset Finance,USD,700732.32,700732.32,9.35,24,464673.78,236058.54,27/05/2020,24/12/2027
890,930,112,active,Personal Loan,GBP,8236095.01,10459840.66,26.62,36,1906295.53,6329799.48,11/07/2020,30/09/2027
891,1698,109,PENDING REVIEW,Auto Loan,KES,13130636.22,101105.9,22.44,60,6188026.61,6942609.61,02/02/2021,07/14/2025
892,1093,109,restructured,Auto Loan,KES,19458383.88,149829.56,10.15,24,13591730.18,5866653.7,2023-07-30,2027-07-09
893,1667,110,pending review,Mortgage,ZAR,16461305.18,905371.78,26.56,6,3736258.01,12725047.17,03/14/2024,05/07/2026
894,699,114,ACTIVE,Mortgage,AED,8272214.53,2250042.35,20.75,48,7798505.81,473708.72,25/09/2023,2025-12-16
895,804,104,written off,Education Finance,NGN,5621556.48,3485.37,24.67,18,1061287.21,4560269.27,25/08/2024,03/11/2027
896,1304,104,active,Trade Finance / Import,NGN,3801677.28,2357.04,16.44,12,2748080.65,1053596.63,10-Mar-2023,21/08/2023
897,1360,102,Fully Paid,Trade Finance / Import,NGN,15210239.06,9430.35,12.71,18,7037964.14,8172274.92,21/03/2023,2026-05-06
898,1043,102,approved,Auto Loan,NGN,12309453.61,7631.86,26.14,18,456941.13,11852512.48,03/29/2020,13/11/2024
899,118,103,fully paid,Asset Finance,NGN,3360424.7,2083.46,6.64,36,618767.92,2741656.78,2020-06-19,01/03/2027
900,188,113,written off,Asset Finance,EUR,10021930.3,10823684.72,27.12,24,1191490.33,8830439.97,2023-04-08,23/02/2023
901,1292,114,approved,SME Working Capital,AED,4985375.94,1356022.26,12.54,36,1321424.64,3663951.3,06-Mar-2021,08/10/2024
902,262,102,pending review,Asset Finance,NGN,5339414.45,3310.44,12.75,18,3041358.48,2298055.97,28-May-2021,07/04/2023
903,281,114,WRITTEN OFF,Personal Loan,AED,13545073.92,3684260.11,24.26,48,1576103.21,11968970.71,06/27/2022,08/03/2023
904,1717,112,defaulted,Agricultural Loan,GBP,19589116.73,24878178.25,8.01,24,18057548.14,1531568.59,2022-12-10,10/10/2024
905,998,109,ACTIVE,SME Working Capital,KES,13522779.17,104125.4,21.44,60,11228830.7,2293948.47,09/10/2020,01-Feb-2025
906,1147,112,approved,Education Finance,GBP,6086456.84,7729800.19,16.13,48,3609578.05,2476878.79,11-Aug-2020,11/08/2025
907,1062,115,RESTRUCTURED,Agricultural Loan,USD,3137265.97,3137265.97,14.83,24,2052133.82,1085132.15,2024-10-03,08/24/2026
908,1369,101,defaulted,Mortgage,NGN,1688026.73,1046.58,21.75,12,660079.64,1027947.09,2020-03-04,29-Jul-2026
909,31,103,restructured,Education Finance,NGN,2887862.6,1790.47,17.61,12,248788.22,2639074.38,04-Sep-2024,28-Nov-2024
910,1992,115,pending review,Personal Loan,USD,8826879.4,8826879.4,18.79,12,5498037.26,3328842.14,04-Jan-2023,01/21/2024
911,1878,109,RESTRUCTURED,Personal Loan,KES,2643096.09,20351.84,24.77,18,1113441.22,1529654.87,19-Oct-2023,03/15/2025
912,23,104,restructured,Agricultural Loan,NGN,10690595.58,6628.17,24.1,24,960466.85,9730128.73,31/03/2023,24/03/2027
913,1045,110,DEFAULTED,Asset Finance,ZAR,5955775.89,327567.67,25.4,60,700509.85,5255266.04,10/11/2021,29-Oct-2027
914,536,101,WRITTEN OFF,Trade Finance / Import,NGN,12900467.33,7998.29,8.17,48,6016215.04,6884252.29,2023-09-10,07/08/2027
915,1246,110,defaulted,Agricultural Loan,ZAR,10253267.18,563929.69,11.17,48,7093866.8,3159400.38,11/26/2022,12-Jan-2026
916,1018,108,Fully Paid,Agricultural Loan,KES,11748538.76,90463.75,12.2,12,10706599.25,1041939.51,25/07/2024,02-Sep-2024
917,1245,108,defaulted,Mortgage,KES,13830854.81,106497.58,14.19,48,11829058.43,2001796.38,12-Jul-2023,2026-06-04
918,1567,102,active,SME Working Capital,NGN,17565480.28,10890.6,20.74,12,4429222.45,13136257.83,2020-02-18,2027-08-27
919,1150,114,DEFAULTED,Education Finance,AED,6407576.31,1742860.76,10.56,24,4719913.41,1687662.9,30/11/2021,09/05/2026
920,1660,113,Fully Paid,Trade Finance / Import,EUR,8163865.67,8816974.92,25.73,12,5253707.01,2910158.66,03/01/2024,05-Jul-2023
921,1497,106,WRITTEN OFF,Auto Loan,GHS,19352924.63,1277293.03,25.07,6,13867216.4,5485708.23,11/23/2023,31/01/2024
922,445,111,approved,Personal Loan,ZAR,2070008.91,113850.49,27.26,36,1229350.77,840658.14,2023-04-24,25-Jun-2027
923,957,108,WRITTEN OFF,Auto Loan,KES,16769994.95,129128.96,8.62,36,2800997.7,13968997.25,04/19/2020,01-Nov-2026
924,885,109,written off,Auto Loan,KES,7166918.28,55185.27,12.0,48,1950020.5,5216897.78,02/12/2020,2025-10-17
925,1657,115,PENDING REVIEW,Mortgage,USD,11327385.78,11327385.78,24.53,36,3191945.74,8135440.04,12/20/2023,2027-08-08
926,1618,105,PENDING REVIEW,Trade Finance / Import,NGN,4848105.41,3005.83,20.96,36,4641506.43,206598.98,18-Jul-2024,2027-01-07
927,798,108,written off,Trade Finance / Import,KES,12058778.37,92852.59,21.76,24,7696967.18,4361811.19,05/06/2020,03/09/2024
928,912,115,written off,SME Working Capital,USD,12480303.21,12480303.21,6.31,12,12018257.91,462045.3,12/20/2022,10/05/2024
929,1000,112,FULLY PAID,Agricultural Loan,GBP,9524216.99,12095755.58,26.58,48,6584010.88,2940206.11,16-Jun-2020,2024-09-14
930,1650,103,defaulted,Asset Finance,NGN,7410368.88,4594.43,21.63,18,6559622.62,850746.26,2023-03-29,01/23/2024
931,1736,110,fully paid,SME Working Capital,ZAR,15114514.64,831298.31,6.09,48,2332155.08,12782359.56,2021-02-26,11/28/2025
932,1273,115,restructured,SME Working Capital,USD,13737429.58,13737429.58,15.35,12,4231038.38,9506391.2,07-Mar-2020,22-Oct-2026
933,913,112,defaulted,Agricultural Loan,GBP,5307783.21,6740884.68,23.26,36,1276090.24,4031692.97,20/08/2023,10/11/2025
934,1228,109,Fully Paid,Auto Loan,KES,5244428.62,40382.1,4.82,60,545858.17,4698570.45,12/21/2022,2024-11-09
935,1615,108,Fully Paid,Trade Finance / Import,KES,15298191.15,117796.07,16.58,18,4909944.09,10388247.06,09/20/2020,03/02/2025
936,695,105,fully paid,Asset Finance,NGN,11860331.55,7353.41,10.06,24,4776000.83,7084330.72,2023-04-13,21/07/2024
937,564,107,approved,SME Working Capital,GHS,6002190.12,396144.55,5.63,6,1450136.92,4552053.2,11/30/2022,2027-03-16
