transaction_id,customer_id,branch_id,raw_transaction_type,raw_channel,raw_transaction_date,raw_transaction_time,amount_local,local_currency,amount_usd,raw_description,reference_code,balance_after_local
655,253,115,DEBIT,Mobile App,19/09/2025,05:37:17,1788595.34,USD,1788595.34,Merchant payment,REF000000655,7998657.06
656,629,105, Debit ,A.T.M,25/04/2023,14:37:59,726120.74,NGN,450.19,ATM withdrawal,REF000000656,35757.7
657,410,110,Credit,Mobile App,01/01/2023,01:38:03,784526.24,ZAR,43148.94,Salary payment,REF000000657,1289473.68
658,407,112, Debit ,A.T.M,07-Sep-2023,13:30:53,1448205.41,GBP,1839220.87,Merchant payment,REF000000658,7459122.51
659,1992,115,Debit,*966#,10/02/2024,05:37:09,583312.11,USD,583312.11,Merchant payment,REF000000659,8649713.62
660,426,111, Debit ,atm,09-Jan-2024,06:32:09,128523.76,ZAR,7068.81,Standing order,REF000000660,1600629.37
661,404,108,Credit,Internet Banking,11/25/2023,06:33:46,1572843.04,KES,12110.89,Fund transfer,REF000000661,1766840.98
662,357,105,CREDIT,Branch,21-Mar-2024,19:01:24,289523.52,NGN,179.5,Standing order,REF000000662,8618113.15
663,641,106,debit,atm,2023-03-28,08:19:04,343954.16,GHS,22700.97,Airtime top-up,REF000000663,5903039.31
664,337,104,Credit,internet banking,30-May-2024,12:28:43,53052.4,NGN,32.89,Bill payment,REF000000664,9050649.72
665,1523,109,Credit,POS,2024-12-14,08:26:58,312958.12,KES,2409.78,Merchant payment,REF000000665,2784068.07
666,771,114,Credit,POS,07-Feb-2024,17:52:51,1454951.41,AED,395746.78,Cash deposit,REF000000666,4468351.13
667,1408,115,CREDIT,POS Terminal,2025-01-17,23:57:51,1852488.06,USD,1852488.06,Bill payment,REF000000667,7624682.82
668,1271,110,CREDIT,Internet Banking,02-Jul-2024,17:30:23,1140979.72,ZAR,62753.88,Airtime top-up,REF000000668,3454291.09
669,1981,107,Credit,ATM,09/03/2025,07:11:47,1396436.4,GHS,92164.8,Salary payment,REF000000669,4821056.41
670,1223,107,DEBIT,Mobile App,2025-05-12,17:27:38,1626868.41,GHS,107373.32,Merchant payment,REF000000670,2852001.14
671,1571,106,Credit,*966#,12/17/2024,23:39:06,538119.96,GHS,35515.92,Fund transfer,REF000000671,9541441.66
672,834,103, Credit ,USSD,2025-01-13,17:40:49,762288.59,NGN,472.62,Airtime top-up,REF000000672,4581286.49
673,1886,104,debit,Branch,01/02/2023,10:52:08,1355136.18,NGN,840.18,ATM withdrawal,REF000000673,8923213.56
674,225,112,DEBIT,A.T.M,2023-08-15,11:22:47,821254.12,GBP,1042992.73,Airtime top-up,REF000000674,4228784.62
675,894,110,DEBIT,ATM,01/07/2025,20:32:01,1572010.5,ZAR,86460.58,Fund transfer,REF000000675,5684673.41
676,665,107, Credit ,,2025-09-17,07:12:27,1643078.33,GHS,108443.17,ATM withdrawal,REF000000676,8424054.7
677,714,111,Credit,atm,02/11/2024,00:27:20,541673.21,ZAR,29792.03,Loan repayment,REF000000677,6339583.14
678,650,104,Credit,mobile app,27-Mar-2024,01:44:42,1811414.56,NGN,1123.08,POS purchase,REF000000678,3452954.76
679,1939,105, Debit ,Internet Banking,06/29/2024,03:02:38,130384.64,NGN,80.84,Bill payment,REF000000679,6505804.38
680,67,108, Credit ,POS Terminal,01/17/2025,23:04:47,1975094.83,KES,15208.23,Airtime top-up,REF000000680,7376538.32
681,1682,112,Debit,ATM,02-Apr-2025,18:28:18,876335.8,GBP,1112946.47,Loan repayment,REF000000681,4383732.63
682,1369,101,Credit,ATM,19-Feb-2025,09:10:32,827447.77,NGN,513.02,Merchant payment,REF000000682,9826662.94
683,1609,102,credit,*966#,03/03/2023,16:05:47,80066.4,NGN,49.64,Salary payment,REF000000683,1092256.61
684,647,111, Credit ,A.T.M,2024-08-16,11:25:38,1280519.37,ZAR,70428.57,POS purchase,REF000000684,7389169.79
685,1053,101,CREDIT,USSD,2024-09-21,00:17:16,1168553.1,NGN,724.5,Salary payment,REF000000685,4393773.26
686,1525,105, Credit ,ATM,2024-01-29,23:53:51,587229.93,NGN,364.08,ATM withdrawal,REF000000686,5684832.63
687,455,115, Credit ,A.T.M,03/02/2023,09:03:56,530167.83,USD,530167.83,Salary payment,REF000000687,4584745.54
688,1465,109,CREDIT,POS,07/16/2024,02:01:51,696357.82,KES,5361.96,POS purchase,REF000000688,3644958.97
689,1142,101,CREDIT,Branch,17/11/2025,17:20:02,774381.43,NGN,480.12,Loan repayment,REF000000689,4449277.2
690,1768,104,debit,A.T.M,2025-01-02,08:07:16,1045011.87,NGN,647.91,Fund transfer,REF000000690,4031973.93
691,1240,109,Debit,ATM,2024-12-20,08:46:08,1862698.28,KES,14342.78,Airtime top-up,REF000000691,651336.47
692,1698,109,credit,*966#,16/04/2024,03:06:21,244768.25,KES,1884.72,Loan repayment,REF000000692,1742485.39
693,1583,108,Credit,pos,2025-08-22,08:13:48,739884.9,KES,5697.11,POS purchase,REF000000693,358578.2
694,230,101,Debit,atm,13-May-2025,00:40:16,1907577.61,NGN,1182.7,Fund transfer,REF000000694,3478282.05
695,265,106, Credit ,ATM,15/03/2023,06:31:57,149226.29,GHS,9848.94,Merchant payment,REF000000695,1451170.48
696,1601,107,DEBIT,ATM,07-Mar-2023,10:52:46,1495356.36,GHS,98693.52,Cash deposit,REF000000696,5176086.92
697,1571,106,Credit,,12/03/2023,21:37:08,635543.19,GHS,41945.85,Bill payment,REF000000697,4075687.33
698,216,108,credit,Branch,01/31/2023,02:53:55,1181766.56,KES,9099.6,ATM withdrawal,REF000000698,7726155.32
699,58,102,Debit,*966#,2025-10-31,05:53:46,1722932.18,NGN,1068.22,POS purchase,REF000000699,9939410.92
700,1288,114,DEBIT,*966#,10/05/2023,16:33:28,1715311.77,AED,466564.8,POS purchase,REF000000700,3354974.12
701,1296,104,debit,,06/10/2024,11:16:40,383840.39,NGN,237.98,Salary payment,REF000000701,1487343.17
702,936,103, Debit ,USSD,06/17/2024,15:15:34,1873721.95,NGN,1161.71,Standing order,REF000000702,8542473.23
703,1835,113,debit,A.T.M,14-Jun-2025,17:04:56,166480.08,EUR,179798.49,Airtime top-up,REF000000703,5655697.51
704,1593,109, Debit ,mobile app,05/10/2023,04:52:17,378456.95,KES,2914.12,Merchant payment,REF000000704,4977368.08
705,1129,110,Debit,ATM,23/04/2024,14:29:32,133765.3,ZAR,7357.09,Cash deposit,REF000000705,6911966.87
706,292,111,debit,A.T.M,2024-05-29,16:39:50,446561.48,ZAR,24560.88,Bill payment,REF000000706,1910762.86
707,1663,106, Credit ,USSD,18-Jul-2023,14:36:11,109997.43,GHS,7259.83,Bill payment,REF000000707,7914739.81
708,845,114, Credit ,internet banking,21/06/2023,20:10:01,165149.46,AED,44920.65,Fund transfer,REF000000708,7335249.41
709,1483,114, Debit ,internet banking,15/10/2023,20:53:55,802642.19,AED,218318.68,Loan repayment,REF000000709,7759072.57
710,189,104, Credit ,USSD,10-Feb-2023,00:43:15,1249757.28,NGN,774.85,Merchant payment,REF000000710,3911411.59
711,1056,115,Credit,POS,19/03/2024,00:49:33,835131.43,USD,835131.43,Standing order,REF000000711,5955677.58
712,759,113,Debit,Mobile App,01/04/2023,12:44:25,1285713.79,EUR,1388570.89,Salary payment,REF000000712,7920656.57
713,747,104,debit,,2024-12-26,16:41:01,1297386.6,NGN,804.38,Salary payment,REF000000713,6788088.23
714,116,105,CREDIT,*966#,2024-03-22,13:40:39,374044.18,NGN,231.91,Standing order,REF000000714,7616570.06
715,1810,107,DEBIT,Branch,15-Mar-2023,11:57:27,1856289.31,GHS,122515.09,POS purchase,REF000000715,5850801.77
716,1634,105, Debit ,ATM,2024-08-12,04:16:13,835851.34,NGN,518.23,Fund transfer,REF000000716,129502.27
717,391,106,credit,*966#,28/03/2023,12:05:37,235742.64,GHS,15559.01,ATM withdrawal,REF000000717,6113377.58
718,1174,101,Credit,atm,07/03/2024,15:33:16,1220023.46,NGN,756.41,POS purchase,REF000000718,4499736.84
719,615,104,CREDIT,*966#,2023-07-11,15:27:28,666014.4,NGN,412.93,Salary payment,REF000000719,2791486.92
720,1802,106,credit,POS Terminal,08-Oct-2025,20:55:12,1475752.17,GHS,97399.64,Merchant payment,REF000000720,3544803.75
721,1451,106,Credit,,09/28/2023,19:20:03,1432518.24,GHS,94546.2,Cash deposit,REF000000721,3937231.09
722,1976,112, Debit ,mobile app,2024-02-10,06:27:31,582629.35,GBP,739939.27,Fund transfer,REF000000722,8825011.45
723,1032,115,DEBIT,USSD,01/22/2025,10:04:56,631298.56,USD,631298.56,Merchant payment,REF000000723,2845261.7
724,1311,114,Debit,Internet Banking,07/10/2023,00:33:06,341975.18,AED,93017.25,Salary payment,REF000000724,7625766.83
725,1561,115,credit,ATM,02/22/2023,15:34:05,1712565.68,USD,1712565.68,Bill payment,REF000000725,6340492.32
726,1751,107, Debit ,ATM,01/12/2023,07:16:58,194125.49,GHS,12812.28,Standing order,REF000000726,6853913.64
727,56,103,debit,A.T.M,08-Aug-2025,15:45:33,1069769.85,NGN,663.26,Loan repayment,REF000000727,3986460.35
728,1231,101,CREDIT,pos,07/02/2023,12:16:19,532089.52,NGN,329.9,Bill payment,REF000000728,7840983.17
729,636,101, Credit ,mobile app,2025-03-27,13:41:09,250713.17,NGN,155.44,Merchant payment,REF000000729,1323204.29
730,228,106,CREDIT,atm,08-Feb-2023,08:49:41,1583322.07,GHS,104499.26,Loan repayment,REF000000730,194254.67
731,1854,105, Credit ,A.T.M,04-Jan-2024,13:22:46,662517.96,NGN,410.76,Cash deposit,REF000000731,5877931.3
732,840,104,Credit,,04/11/2025,08:55:39,1152474.46,NGN,714.53,Bill payment,REF000000732,6687085.59
733,985,111,CREDIT,atm,16-Jul-2024,06:56:38,1926797.1,ZAR,105973.84,Bill payment,REF000000733,5411414.55
734,1217,113,DEBIT,POS,21/06/2025,02:50:40,607805.14,EUR,656429.55,Bill payment,REF000000734,6696585.63
735,1676,106,CREDIT,Internet Banking,06/22/2025,12:49:41,1292083.63,GHS,85277.52,Fund transfer,REF000000735,4384128.05
736,489,110,Credit,USSD,16-Aug-2025,14:25:48,432539.68,ZAR,23789.68,ATM withdrawal,REF000000736,1798036.05
737,1253,104,Debit,Internet Banking,2023-02-02,05:18:59,1187480.95,NGN,736.24,Fund transfer,REF000000737,1571541.24
738,442,104, Credit ,A.T.M,27/08/2024,23:42:05,635030.75,NGN,393.72,Loan repayment,REF000000738,4919900.78
739,1604,108, Debit ,,10/01/2023,01:05:01,756499.76,KES,5825.05,Fund transfer,REF000000739,5057239.06
740,1360,102, Debit ,POS Terminal,07/01/2025,22:19:08,1470227.62,NGN,911.54,Cash deposit,REF000000740,1308827.1
741,1264,106,DEBIT,*966#,23-Mar-2024,08:44:40,1833143.98,GHS,120987.5,ATM withdrawal,REF000000741,6260442.21
742,40,108,DEBIT,Mobile App,21/04/2024,06:33:56,1810373.92,KES,13939.88,Loan repayment,REF000000742,6027129.49
743,52,110,CREDIT,atm,2025-12-07,08:18:38,1062349.86,ZAR,58429.24,Standing order,REF000000743,7111668.1
744,1730,103,Credit,,11/08/2024,05:43:35,1419495.05,NGN,880.09,POS purchase,REF000000744,3446188.71
745,439,113,credit,internet banking,15/02/2023,00:29:57,1202047.01,EUR,1298210.77,Salary payment,REF000000745,7959491.56
746,1541,113,CREDIT,Internet Banking,15/12/2025,16:27:01,151867.61,EUR,164017.02,Bill payment,REF000000746,9120365.58
747,525,106,DEBIT,POS Terminal,21-Jul-2024,02:11:38,1055863.08,GHS,69686.96,ATM withdrawal,REF000000747,7535969.29
748,1108,111,Debit,Branch,03/03/2024,15:35:33,216547.06,ZAR,11910.09,ATM withdrawal,REF000000748,1447910.77
749,766,105,CREDIT,,18/02/2023,09:14:33,1688398.04,NGN,1046.81,Bill payment,REF000000749,5948734.76
750,1802,106,debit,POS Terminal,2023-05-02,14:32:27,894751.85,GHS,59053.62,Salary payment,REF000000750,346630.19
751,706,106, Debit ,*966#,25-Jan-2024,15:50:58,1700664.34,GHS,112243.85,Salary payment,REF000000751,6523450.75
752,859,110,DEBIT,mobile app,07/15/2025,06:24:04,538612.4,ZAR,29623.68,ATM withdrawal,REF000000752,846265.57
753,780,115, Debit ,Mobile App,10/07/2023,23:14:09,1231830.96,USD,1231830.96,POS purchase,REF000000753,6413005.53
754,1111,110,debit,A.T.M,17-Nov-2023,20:15:26,603816.96,ZAR,33209.93,Merchant payment,REF000000754,5275416.67
755,1518,101, Debit ,A.T.M,09-Jul-2025,23:31:30,406330.68,NGN,251.93,ATM withdrawal,REF000000755,8704181.04
756,856,110, Debit ,pos,2023-03-02,15:42:16,1531896.29,ZAR,84254.3,Salary payment,REF000000756,8981644.34
757,131,102,Credit,,05/06/2023,10:26:43,1021751.23,NGN,633.49,Fund transfer,REF000000757,9272247.96
758,1430,115,Debit,mobile app,05/23/2025,14:33:15,1251929.45,USD,1251929.45,Merchant payment,REF000000758,3824872.39
759,576,108,DEBIT,POS Terminal,01/01/2023,07:19:30,1523932.47,KES,11734.28,POS purchase,REF000000759,8859595.36
760,989,101, Debit ,,2024-07-12,04:34:41,1563780.27,NGN,969.54,Fund transfer,REF000000760,7976555.22
761,1410,106, Debit ,mobile app,02-Jun-2025,05:36:14,1826216.64,GHS,120530.3,Fund transfer,REF000000761,3885544.29
762,994,104,Credit,Branch,27-Jan-2025,10:43:52,517286.51,NGN,320.72,ATM withdrawal,REF000000762,5841877.62
763,1114,103, Debit ,USSD,20/05/2024,11:39:22,658805.66,NGN,408.46,ATM withdrawal,REF000000763,6284171.84
764,370,106,DEBIT,pos,2024-01-07,18:16:28,67736.04,GHS,4470.58,Merchant payment,REF000000764,8656181.11
765,784,102,CREDIT,A.T.M,10/29/2025,19:42:49,1415984.74,NGN,877.91,Cash deposit,REF000000765,7285823.74
766,1025,108,debit,*966#,02/27/2025,14:03:17,1715322.13,KES,13207.98,Airtime top-up,REF000000766,8661627.5
767,1136,110,DEBIT,USSD,2025-07-12,11:49:44,1035652.85,ZAR,56960.91,ATM withdrawal,REF000000767,2247876.88
768,286,107, Credit ,Branch,08/12/2025,17:20:19,540998.41,GHS,35705.9,ATM withdrawal,REF000000768,607818.39
769,1346,107, Debit ,*966#,2024-06-15,09:44:27,1031365.63,GHS,68070.13,Standing order,REF000000769,7112743.52
770,1220,107,DEBIT,USSD,06/04/2023,12:12:56,1794356.98,GHS,118427.56,Airtime top-up,REF000000770,4876910.67
771,676,112,Debit,POS,18/06/2025,03:07:22,891139.15,GBP,1131746.72,Merchant payment,REF000000771,7820703.55
772,1175,103, Credit ,A.T.M,24-Jun-2023,13:07:53,1766533.44,NGN,1095.25,Merchant payment,REF000000772,2117065.02
773,1036,103,credit,pos,06/25/2023,23:33:46,990744.22,NGN,614.26,Salary payment,REF000000773,6987284.84
774,471,112,credit,Mobile App,2023-06-04,12:27:26,1734333.29,GBP,2202603.28,Airtime top-up,REF000000774,3107837.08
775,1472,108,credit,Internet Banking,24/03/2025,15:56:59,786876.72,KES,6058.95,Airtime top-up,REF000000775,1802388.66
776,1017,113, Debit ,mobile app,01/07/2024,08:31:25,1304680.82,EUR,1409055.29,Salary payment,REF000000776,9869030.6
777,998,109,debit,mobile app,29/07/2023,14:05:40,535706.44,KES,4124.94,Standing order,REF000000777,1410289.81
778,999,111,CREDIT,ATM,01/28/2025,06:20:09,1195512.07,ZAR,65753.16,Standing order,REF000000778,1891890.83
779,1655,104, Credit ,pos,05/24/2023,14:15:16,682565.89,NGN,423.19,Merchant payment,REF000000779,8323220.29
780,1785,104, Credit ,,2023-07-16,11:56:20,1036029.2,NGN,642.34,Airtime top-up,REF000000780,9486368.34
781,1219,108,CREDIT,mobile app,20-Aug-2023,02:28:05,1564484.49,KES,12046.53,Salary payment,REF000000781,4348413.25
782,1032,115, Debit ,,05/25/2025,03:13:06,1586805.18,USD,1586805.18,ATM withdrawal,REF000000782,3127827.11
783,1211,106,debit,ATM,02/07/2024,12:56:18,323123.88,GHS,21326.18,Bill payment,REF000000783,9610012.09
784,538,102,debit,pos,05/12/2024,23:05:02,200914.75,NGN,124.57,Loan repayment,REF000000784,4512084.49
785,1678,113,Debit,mobile app,22-May-2023,18:37:42,1210803.78,EUR,1307668.08,Salary payment,REF000000785,2325493.97
786,1534,109, Credit ,POS Terminal,2025-09-10,11:27:34,1316064.94,KES,10133.7,Cash deposit,REF000000786,1962570.84
787,91,109,Credit,Branch,18-May-2023,06:21:19,742106.21,KES,5714.22,Loan repayment,REF000000787,8748032.3
788,1347,112,DEBIT,USSD,11/11/2025,13:32:27,470927.99,GBP,598078.55,ATM withdrawal,REF000000788,7193842.76
789,1957,104,Credit,Branch,2025-11-05,00:42:25,1861756.96,NGN,1154.29,Airtime top-up,REF000000789,7840064.59
790,1875,101,CREDIT,pos,07/07/2025,18:08:40,54727.7,NGN,33.93,Airtime top-up,REF000000790,8675616.59
791,1273,115,credit,A.T.M,08/26/2024,19:39:55,280703.81,USD,280703.81,Standing order,REF000000791,8295248.63
792,589,110,debit,ATM,04-Jul-2025,06:41:48,1583348.55,ZAR,87084.17,Loan repayment,REF000000792,6020909.46
793,1055,114,Debit,atm,2023-12-14,18:37:47,414492.11,AED,112741.85,POS purchase,REF000000793,944899.61
794,41,115,CREDIT,A.T.M,03/17/2024,23:37:39,1010806.64,USD,1010806.64,Fund transfer,REF000000794,8887820.46
795,1703,111,CREDIT,*966#,22-Jan-2025,09:31:27,157711.78,ZAR,8674.15,Loan repayment,REF000000795,5129066.58
796,523,112,debit,USSD,20-Mar-2023,23:54:01,12761.18,GBP,16206.7,ATM withdrawal,REF000000796,8701842.95
797,1139,104,DEBIT,POS,2023-02-04,22:49:12,237451.61,NGN,147.22,Bill payment,REF000000797,4163455.63
798,1996,108,credit,A.T.M,02/01/2025,08:12:11,205161.37,KES,1579.74,Fund transfer,REF000000798,2661378.41
799,730,105,credit,internet banking,2023-09-24,21:30:38,1470945.9,NGN,911.99,Loan repayment,REF000000799,8424664.03
800,1930,114, Debit ,POS Terminal,2023-04-07,07:24:18,131994.64,AED,35902.54,Standing order,REF000000800,1289195.54
801,1981,107,CREDIT,internet banking,24-Jan-2025,17:40:13,1572459.36,GHS,103782.32,Salary payment,REF000000801,8898645.21
802,160,105,Credit,*966#,2025-05-11,03:48:05,680985.18,NGN,422.21,Loan repayment,REF000000802,181427.02
803,844,115,Credit,USSD,08/20/2024,19:19:23,1263518.05,USD,1263518.05,ATM withdrawal,REF000000803,8948700.04
804,1076,109,CREDIT,A.T.M,03/01/2024,01:00:54,1166989.71,KES,8985.82,Fund transfer,REF000000804,1965277.38
805,439,113, Debit ,*966#,01-Mar-2023,07:11:50,1542269.54,EUR,1665651.1,Airtime top-up,REF000000805,9270737.78
806,1478,114,DEBIT,Internet Banking,05-Feb-2023,19:31:02,529824.9,AED,144112.37,Fund transfer,REF000000806,3227712.43
807,212,115,debit,Branch,04/08/2025,05:45:18,63663.29,USD,63663.29,Merchant payment,REF000000807,7567433.79
808,1467,110,debit,POS,2024-08-15,02:58:40,1131709.46,ZAR,62244.02,Standing order,REF000000808,982349.97
809,4,105,Debit,mobile app,2024-04-25,22:25:52,1538453.9,NGN,953.84,Salary payment,REF000000809,6245077.64
810,1480,106, Debit ,Internet Banking,01/07/2025,02:32:58,1664985.99,GHS,109889.08,Salary payment,REF000000810,2612349.18
811,410,110, Credit ,POS Terminal,06/17/2024,18:00:02,1993237.4,ZAR,109628.06,Cash deposit,REF000000811,8284575.44
812,713,103,CREDIT,POS,09/18/2025,19:45:52,1921138.75,NGN,1191.11,Merchant payment,REF000000812,238047.23
813,990,105, Debit ,internet banking,08/23/2025,02:09:03,736759.38,NGN,456.79,ATM withdrawal,REF000000813,5194099.28
814,447,114,credit,Branch,07/05/2023,08:33:29,1894744.31,AED,515370.45,Bill payment,REF000000814,2564193.02
815,51,101,credit,Internet Banking,2024-12-15,08:00:20,115059.15,NGN,71.34,POS purchase,REF000000815,2428299.43
816,1844,109,DEBIT,Internet Banking,2025-03-02,15:56:02,5209.17,KES,40.11,Fund transfer,REF000000816,3044897.66
817,1435,101,credit,ATM,08/12/2023,21:12:42,502048.84,NGN,311.27,Standing order,REF000000817,2844942.66
818,715,112, Debit ,atm,05-Dec-2023,10:56:15,1399586.71,GBP,1777475.12,Fund transfer,REF000000818,8418839.85
819,947,102,Debit,ATM,10-Jun-2023,08:06:59,311154.47,NGN,192.92,POS purchase,REF000000819,9114246.65
820,127,107,credit,mobile app,01/26/2024,03:21:09,1177831.77,GHS,77736.9,Loan repayment,REF000000820,1096787.3
821,210,108, Debit ,*966#,09/22/2024,05:16:48,1406969.08,KES,10833.66,Fund transfer,REF000000821,9280857.6
822,294,103, Debit ,*966#,2025-04-22,04:07:24,1635701.47,NGN,1014.13,Standing order,REF000000822,2986409.66
823,190,108,Credit,*966#,2023-05-04,02:04:10,1419360.82,KES,10929.08,Salary payment,REF000000823,1226501.63
824,995,110,Credit,atm,20-Feb-2025,11:40:24,1301251.72,ZAR,71568.84,Bill payment,REF000000824,5483974.42
825,1415,106,DEBIT,pos,29/01/2024,16:19:06,587215.72,GHS,38756.24,Loan repayment,REF000000825,8909395.12
826,381,107,CREDIT,POS Terminal,2025-10-31,23:31:16,1325089.39,GHS,87455.9,Bill payment,REF000000826,5124874.98
827,1875,101,DEBIT,atm,28-Jan-2023,23:39:23,15312.75,NGN,9.49,Cash deposit,REF000000827,6411131.88
828,956,106,credit,ATM,18/04/2024,04:21:28,983926.9,GHS,64939.18,Cash deposit,REF000000828,4905121.56
829,1022,114,debit,*966#,2024-08-10,01:53:23,1166222.75,AED,317212.59,Merchant payment,REF000000829,9051824.41
830,1253,104,DEBIT,internet banking,2025-11-08,11:21:21,182606.12,NGN,113.22,Fund transfer,REF000000830,7182111.55
831,1723,111,debit,atm,01/23/2025,19:27:16,494013.36,ZAR,27170.73,Airtime top-up,REF000000831,961185.13
832,432,109, Credit ,internet banking,20-Sep-2023,04:16:49,1049224.08,KES,8079.03,Cash deposit,REF000000832,598144.89
833,353,108, Credit ,Mobile App,02/16/2023,19:04:41,1858392.41,KES,14309.62,Fund transfer,REF000000833,7749554.06
834,1428,104,Debit,Internet Banking,14-May-2024,04:02:19,1250427.43,NGN,775.27,POS purchase,REF000000834,9875390.1
835,537,103,debit,POS,07-Aug-2023,11:48:55,759805.12,NGN,471.08,Salary payment,REF000000835,2187579.93
836,1927,102,credit,POS,11-Oct-2023,02:14:01,30908.45,NGN,19.16,POS purchase,REF000000836,2817631.02
837,666,106,Debit,Internet Banking,09/21/2024,02:18:15,930212.38,GHS,61394.02,Salary payment,REF000000837,9645274.73
838,814,108,Debit,ATM,11/18/2024,23:08:57,957106.19,KES,7369.72,Airtime top-up,REF000000838,4274789.7
839,1616,115,Debit,*966#,18/09/2024,12:39:59,1301178.72,USD,1301178.72,Airtime top-up,REF000000839,3516017.27
840,1466,102,Debit,*966#,12-Jun-2025,02:04:13,695648.36,NGN,431.3,Loan repayment,REF000000840,7862824.88
841,1351,106,Credit,POS,17/02/2025,05:44:28,1413240.39,GHS,93273.87,Standing order,REF000000841,4109364.87
842,59,103,DEBIT,mobile app,24/03/2023,03:58:06,1232104.25,NGN,763.9,Fund transfer,REF000000842,478187.49
843,1703,111,Debit,,12/30/2024,04:02:06,132566.46,ZAR,7291.16,Salary payment,REF000000843,7322487.26
844,309,110, Credit ,POS,21-Sep-2023,18:46:14,471321.52,ZAR,25922.68,Cash deposit,REF000000844,858044.41
845,670,112,credit,Mobile App,04/20/2024,03:26:57,1953816.43,GBP,2481346.87,Loan repayment,REF000000845,7386745.49
846,1359,114,Debit,ATM,23-Aug-2025,21:19:58,1755359.84,AED,477457.88,Merchant payment,REF000000846,1145637.22
847,1322,113,Debit,Internet Banking,15-Dec-2025,02:50:07,235849.12,EUR,254717.05,Merchant payment,REF000000847,1284700.7
848,1278,102, Debit ,ATM,05/03/2023,15:07:20,1294541.72,NGN,802.62,Airtime top-up,REF000000848,4024032.72
849,283,113,DEBIT,*966#,06/03/2024,05:46:53,605023.64,EUR,653425.53,Loan repayment,REF000000849,7407934.14
850,1857,115,Debit,POS Terminal,27/02/2024,02:51:17,923641.97,USD,923641.97,Salary payment,REF000000850,5192077.49
851,53,113,Debit,Internet Banking,01/01/2025,20:04:04,1777999.07,EUR,1920239.0,ATM withdrawal,REF000000851,6321690.66
852,615,104,DEBIT,atm,2023-04-11,04:46:31,1650686.97,NGN,1023.43,ATM withdrawal,REF000000852,3069091.02
853,510,109,DEBIT,pos,06/23/2025,12:24:27,1913790.27,KES,14736.19,Cash deposit,REF000000853,7558073.05
854,1713,112,credit,Internet Banking,2025-07-28,03:34:33,152504.52,GBP,193680.74,Airtime top-up,REF000000854,7398528.12
855,1566,112, Debit ,mobile app,06/21/2025,09:52:28,927569.54,GBP,1178013.32,Cash deposit,REF000000855,7408806.2
856,821,115,credit,USSD,14/09/2023,07:44:15,1284616.35,USD,1284616.35,Cash deposit,REF000000856,8295477.32
857,1969,108,DEBIT,A.T.M,2025-11-30,10:26:31,654520.57,KES,5039.81,Bill payment,REF000000857,7911609.31
858,611,108,CREDIT,*966#,21-Dec-2024,21:28:38,913815.94,KES,7036.38,Merchant payment,REF000000858,6011679.27
859,1571,106,debit,POS Terminal,05/05/2023,14:41:03,1664932.06,GHS,109885.52,Bill payment,REF000000859,268980.04
860,45,108,credit,atm,26/05/2023,06:06:49,1856248.45,KES,14293.11,Merchant payment,REF000000860,1721712.28
861,769,111,debit,Mobile App,2023-12-26,20:11:36,1252900.64,ZAR,68909.54,Merchant payment,REF000000861,6906833.43
862,571,102, Credit ,POS Terminal,18-Apr-2023,11:21:50,1291648.37,NGN,800.82,POS purchase,REF000000862,4981177.02
863,636,101, Debit ,pos,25-Dec-2025,13:20:09,1846241.59,NGN,1144.67,Airtime top-up,REF000000863,7593235.11
864,1634,105, Credit ,Branch,07/06/2024,14:19:09,1010819.35,NGN,626.71,Airtime top-up,REF000000864,237686.28
865,277,109, Debit ,ATM,16-Apr-2023,02:00:26,585494.6,KES,4508.31,Merchant payment,REF000000865,1620161.81
866,747,104,Debit,Mobile App,2023-11-17,21:06:46,557548.06,NGN,345.68,Salary payment,REF000000866,6229466.32
867,988,110,Credit,atm,19/04/2024,05:23:02,110363.85,ZAR,6070.01,POS purchase,REF000000867,7347883.32
868,751,109, Debit ,*966#,03/09/2025,05:03:23,1465071.12,KES,11281.05,Fund transfer,REF000000868,417722.3
869,1948,109,DEBIT,pos,2025-03-06,21:46:49,1961878.66,KES,15106.47,Fund transfer,REF000000869,1266932.17
870,869,111,CREDIT,Branch,27-May-2024,02:06:57,1485527.6,ZAR,81704.02,Airtime top-up,REF000000870,332840.3
871,1246,110, Debit ,atm,07/02/2025,12:47:02,595303.03,ZAR,32741.67,Bill payment,REF000000871,9455882.35
872,210,108, Debit ,mobile app,2025-01-12,22:53:29,630433.3,KES,4854.34,Standing order,REF000000872,7927049.3
873,1941,111,credit,pos,2025-04-15,10:33:27,707614.31,ZAR,38918.79,Bill payment,REF000000873,2705559.16
874,387,110,Credit,A.T.M,2024-01-03,15:52:02,1804214.59,ZAR,99231.8,Salary payment,REF000000874,9317771.06
875,1001,111,debit,Internet Banking,12/11/2023,04:35:29,507969.02,ZAR,27938.3,Standing order,REF000000875,1925592.21
876,876,112,credit,mobile app,23-Sep-2025,05:34:46,795313.04,GBP,1010047.56,Loan repayment,REF000000876,9844804.27
877,1507,107,CREDIT,A.T.M,22/08/2025,06:57:32,1526078.22,GHS,100721.16,POS purchase,REF000000877,638336.17
878,450,102,Credit,Internet Banking,09-Mar-2023,05:43:59,1161279.41,NGN,719.99,Bill payment,REF000000878,3641734.4
